desc_id,text_match_desc_ids,text_match_strings
vda.h.illbk.07,vda.e.illbk.07,"Wave shadows of discontent! and in what houses dwell the wretched <br>Drunken with woe forgotten. and shut up from cold despair,<br>Tell me where dwell the thoughts forgotten till thou call them forth <br>Tell me where dwell the joys of old? & where the ancient loves?<br>And when will they renew again & the night of oblivion past?<br>That I might traverse times & spaces far remote and bring<br>Comforts into a present sorrow and a night of pain<br>Where goest thou O thought! to what remote land is thy flight?<br>If thou returnest to the present moment of affliction<br>Wilt thou bring comforts on thy wings. and dews and honey and balm;<br>Or poison from the desart wilds, from the eyes of the envier.<br>Then Bromion said; and shook the cavern with his lamentation<br>Thou knowest that the ancient trees seen by thine eyes have fruit;<br>But knowest thou that trees and fruits flourish upon the earth<br>To gratify senses unknown? trees beasts and birds unknown:<br>Unknown, not unpercievd, spread in the infinite microscope,<br>In places yet unvisited by the voyager. and in worlds<br>Over another kind of seas, and in atmospheres unknown:<br>Ah! are there other wars, beside the wars of sword and fire!<br>And are there other sorrows, beside the sorrows of poverty?<br>And are there other joys, beside the joys of riches and ease?<br>And is there not one law for both the lion and the ox?<br>And is there not eternal fire, and eternal chains?<br>To bind the phantoms of existence from eternal life?<br>Then Oothoon waited silent all the day, and all the night"
vda.h.illbk.07,vda.o.illbk.07,"and in what houses dwell the wretched <br>Drunken with woe forgotten. and shut up from cold despair,<br>Tell me where dwell the thoughts forgotten till thou call them forth <br>Tell me where dwell the joys of old? & where the ancient loves?<br>And when will they renew again & the night of oblivion past?<br>That I might traverse times & spaces far remote and bring<br>Comforts into a present sorrow and a night of pain<br>Where goest thou O thought! to what remote land is thy flight?<br>If thou returnest to the present moment of affliction<br>Wilt thou bring comforts on thy wings, and dews and honey and balm;<br>Or poison from the desart wilds, from the eyes of the envier.<br>Then Bromion said; and shook the cavern with his lamentation<br>Thou knowest that the ancient trees seen by thine eyes have fruit;<br>But knowest thou that trees and fruits flourish upon the earth<br>To gratify senses unknown? trees beasts and birds unknown:<br>Unknown, not unpercievd, spread in the infinite microscope,<br>In places yet unvisited by the voyager. and in worlds<br>Over another kind of seas, and in atmospheres unknown"
vda.h.illbk.07,vda.o.illbk.07,"Ah! are there other wars, beside the wars of sword and fire!<br>And are there other sorrows, beside the sorrows of poverty?<br>And are there other joys, beside the joys of riches and ease"
vda.h.illbk.07,vda.o.illbk.07,"And is there not one law for both the lion and the ox?<br>And is there not eternal fire, and eternal chains?<br>To bind the phantoms of existence from eternal life?<br>Then Oothoon waited silent all the day, and all the night"
vda.h.illbk.07,vda.i.illbk.07,"Wave shadows of discontent! and in what houses dwell the wretched <br>Drunken with woe forgotten. and shut up from cold despair,<br>Tell me where dwell the thoughts forgotten till thou call them forth"
vda.h.illbk.07,vda.i.illbk.07,Tell me where dwell the joys of old
vda.h.illbk.07,vda.i.illbk.07,"where the ancient loves?<br>And when will they renew again & the night of oblivion past?<br>That I might traverse times & spaces far remote and bring<br>Comforts into a present sorrow and a night of pain<br>Where goest thou O thought! to what remote land is thy flight?<br>If thou returnest to the present moment of affliction<br>Wilt thou bring comforts on thy wings, and dews and honey and balm;<br>Or poison from the desart wilds, from the eyes of the envier.<br>Then Bromion said; and shook the cavern with his lamentation<br>Thou knowest that the ancient trees seen by thine eyes have fruit;<br>But knowest thou that trees and fruits flourish upon the earth<br>To gratify senses unknown? trees beasts and birds unknown:<br>Unknown, not unpercievd, spread in the infinite microscope,<br>In places yet unvisited by the voyager. and in worlds<br>Over another kind of seas, and in atmospheres unknown"
vda.h.illbk.07,vda.i.illbk.07,"Ah! are there other wars, beside the wars of sword and fire!<br>And are there other sorrows, beside the sorrows of poverty?<br>And are there other joys, beside the joys of riches and ease?<br>And is there not one law for both the lion and the ox?<br>And is there not eternal fire, and eternal chains?<br>To bind the phantoms of existence from eternal life?<br>Then Oothoon waited silent all the day, and all the night"
vda.h.illbk.07,vda.c.illbk.07,"and in what houses dwell the wretched <br>Drunken with woe forgotten. and shut up from cold despair,<br>Tell me where dwell the thoughts forgotten till thou call them forth <br>Tell me where dwell the joys of old? & where the ancient loves?<br>And when will they renew again & the night of oblivion past?<br>That I might traverse times & spaces far remote and bring<br>Comforts into a present sorrow and a night of pain<br>Where goest thou O thought! to what remote land is thy flight?<br>If thou returnest to the present moment of affliction<br>Wilt thou bring comforts on thy wings, and dews and honey and balm"
vda.h.illbk.07,vda.c.illbk.07,"Or poison from the desart wilds, from the eyes of the envier.<br>Then Bromion said"
vda.h.illbk.07,vda.c.illbk.07,"and shook the cavern with his lamentation<br>Thou knowest that the ancient trees seen by thine eyes have fruit;<br>But knowest thou that trees and fruits flourish upon the earth<br>To gratify senses unknown? trees beasts and birds unknown:<br>Unknown, not unpercievd, spread in the infinite microscope,<br>In places yet unvisited by the voyager. and in worlds<br>Over another kind of seas, and in atmospheres unknown"
vda.h.illbk.07,vda.c.illbk.07,"Ah! are there other wars, beside the wars of sword and fire!<br>And are there other sorrows, beside the sorrows of poverty?<br>And are there other joys, beside the joys of riches and ease?<br>And is there not one law for both the lion and the ox?<br>And is there not eternal fire, and eternal chains?<br>To bind the phantoms of existence from eternal life?<br>Then Oothoon waited silent all the day, and all the night"
vda.h.illbk.07,vda.p.illbk.07,"and in what houses dwell the wretched <br>Drunken with woe forgotten. and shut up from cold despair,<br>Tell me where dwell the thoughts forgotten till thou call them forth <br>Tell me where dwell the joys of old? & where the ancient loves?<br>And when will they renew again & the night of oblivion past?<br>That I might traverse times & spaces far remote and bring<br>Comforts into a present sorrow and a night of pain<br>Where goest thou O thought! to what remote land is thy flight?<br>If thou returnest to the present moment of affliction<br>Wilt thou bring comforts on thy wings, and dews and honey and balm;<br>Or poison from the desart wilds, from the eyes of the envier.<br>Then Bromion said; and shook the cavern with his lamentation<br>Thou knowest that the ancient trees seen by thine eyes have fruit;<br>But knowest thou that trees and fruits flourish upon the earth<br>To gratify senses unknown? trees beasts and birds unknown:<br>Unknown, not unpercievd, spread in the infinite microscope,<br>In places yet unvisited by the voyager. and in worlds<br>Over another kind of seas, and in atmospheres unknown"
vda.h.illbk.07,vda.p.illbk.07,"Ah! are there other wars, beside the wars of sword and fire!<br>And are there other sorrows, beside the sorrows of poverty?<br>And are there other joys, beside the joys of riches and ease?<br>And is there not one law for both the lion and the ox?<br>And is there not eternal fire, and eternal chains?<br>To bind the phantoms of existence from eternal life?<br>Then Oothoon waited silent all the day, and all the night"
vda.h.illbk.07,vda.b.illbk.07,"and in what houses dwell the wretched <br>Drunken with woe forgotten. and shut up from cold despair,<br>Tell me where dwell the thoughts forgotten till thou call them forth <br>Tell me where dwell the joys of old? & where the ancient loves?<br>And when will they renew again & the night of oblivion past?<br>That I might traverse times & spaces far remote and bring<br>Comforts into a present sorrow and a night of pain<br>Where goest thou O thought! to what remote land is thy flight?<br>If thou returnest to the present moment of affliction<br>Wilt thou bring comforts on thy wings"
vda.h.illbk.07,vda.b.illbk.07,"and dews and honey and balm;<br>Or poison from the desart wilds, from the eyes of the envier.<br>Then Bromion said; and shook the cavern with his lamentation<br>Thou knowest that the ancient trees seen by thine eyes have fruit;<br>But knowest thou that trees and fruits flourish upon the earth<br>To gratify senses unknown? trees beasts and birds unknown:<br>Unknown, not unpercievd, spread in the infinite microscope,<br>In places yet unvisited by the voyager. and in worlds<br>Over another kind of seas, and in atmospheres unknown"
vda.h.illbk.07,vda.b.illbk.07,"Ah! are there other wars, beside the wars of sword and fire!<br>And are there other sorrows, beside the sorrows of poverty?<br>And are there other joys, beside the joys of riches and ease?<br>And is there not one law for both the lion and the ox?<br>And is there not eternal fire, and eternal chains?<br>To bind the phantoms of existence from eternal life?<br>Then Oothoon waited silent all the day, and all the night"
songsie.r.illbk.32,songsie.n.illbk.02,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn.<br>And the morn.<br>Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.aa.illbk.30,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn.<br>And the morn"
songsie.r.illbk.32,songsie.aa.illbk.30,"Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.z.illbk.30,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn,<br>And the morn.<br>Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.v.illbk.30,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn.<br>And the morn"
songsie.r.illbk.32,songsie.v.illbk.30,"Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.l.illbk.31,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn.<br>And the morn.<br>Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.c.illbk.31,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn,<br>And the morn.<br>Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.t.illbk.30,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn.<br>And the morn"
songsie.r.illbk.32,songsie.t.illbk.30,"Rises from the slumberous mass,<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.f.illbk.34,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew"
songsie.r.illbk.32,songsie.f.illbk.34,"That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn,<br>And the morn.<br>Rises from the slumberous mass,<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.y.illbk.30,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn.<br>And the morn.<br>Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.b.illbk.31,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew"
songsie.r.illbk.32,songsie.b.illbk.31,"That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn,<br>And the morn"
songsie.r.illbk.32,songsie.b.illbk.31,"Rises from the slumberous mass,<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.e.illbk.32,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn,<br>And the morn.<br>Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.32,songsie.a.illbk.31,"Introduction.<br>Hear the voice of the Bard!<br>Who Present, Past, & Future sees<br>Whose ears have heard,<br>The Holy Word,<br>That walk'd among the ancient trees.<br>Calling the lapsed Soul<br>And weeping in the evening dew:<br>That might controll.<br>The starry pole;<br>And fallen fallen light renew!<br>O Earth O Earth return!<br>Arise from out the dewy grass;<br>Night is worn,<br>And the morn.<br>Rises from the slumberous mass.<br>Turn away no more:<br>Why wilt thou turn away<br>The starry floor<br>The watry shore<br>Is giv'n thee till the break of day"
songsie.r.illbk.40,songsie.y.illbk.38,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.e.illbk.44,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale"
songsie.r.illbk.40,songsie.e.illbk.44,"Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.a.illbk.40,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day, are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.l.illbk.49,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.aa.illbk.38,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale,<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.t.illbk.38,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day, are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.n.illbk.24,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.c.illbk.35,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.z.illbk.38,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.f.illbk.37,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children. the sun is gone down<br>And the dews of night arise<br>Your spring & your day, are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.v.illbk.32,"NURSES Song<br>When the voices of children. are heard on the green<br>And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children, the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
songsie.r.illbk.40,songsie.b.illbk.50,"NURSES Song<br>When the voices of children. are heard on the gree"
songsie.r.illbk.40,songsie.b.illbk.50,"And whisprings are in the dale:<br>The days of my youth rise fresh in my mind,<br>My face turns green and pale.<br>Then come home my children, the sun is gone down<br>And the dews of night arise<br>Your spring & your day. are wasted in play<br>And your winter and night in disguise"
mhh.f.illbk.18,mhh.g.illbk.18,"root of an oak. he was suspended in a fungus <br>which hung with the head downward into the deep"
mhh.f.illbk.18,mhh.g.illbk.18,"By degrees we beheld the infinite Abyss, fiery <br>as the smoke of a burning city; beneath us at an <br>immense distance was the sun, black but shining <br>round it were fiery tracks on which revolv'd vast <br>spiders, crawling after their prey; which flew or <br>rather swum in the infinite deep, in the most ter- <br>-rific shapes of animals sprung from corruption. <br>& the air was full of them, & seemd composed <br>of them; these are Devils. and are called Powers <br>of the air, I now asked my companion which was my <br>eternal lot? he said, between the black & white spiders<br>But now, from between the black & white spiders <br>a cloud and fire burst and rolled thro the deep <br>blackning all beneath, so that the nether deep grew <br>black as a sea & rolled with a terrible noise: be- <br>-neath us was nothing now to be seen but a black <br>tempest, till looking east between the clouds & the <br>waves. we saw a cataract of blood mixed with fire <br>and not many stones throw from us appeard and <br>sunk again the scaly fold of a monstrous serpent"
mhh.f.illbk.18,mhh.g.illbk.18,between the black & white spiders
mhh.f.illbk.18,mhh.g.illbk.18,between the black & white spiders
mhh.f.illbk.18,mhh.g.illbk.18,"at last to the east, distant about three degrees ap- <br>-peard a fiery crest above the waves slowly it rear"
mhh.f.illbk.18,mhh.g.illbk.18,"ed like a ridge of golden rocks till we discoverd <br>two globes of crimson fire. from which the sea <br>fled away in clouds of smoke, and now we saw, it <br>was the head of Leviathan, his forehead was di <br>-vided into streaks of green & purple like those on <br>a tygers forehead: soon we saw his mouth & red <br>gills hang just above the raging foam tinging the <br>black deep with beams of blood, advancing toward<br>us"
mhh.f.illbk.18,mhh.i.illbk.18,"root of an oak, he was suspended in a fungus <br>which hung with the head downward into the deep"
mhh.f.illbk.18,mhh.i.illbk.18,"By degrees we beheld the infinite Abyss, fiery <br>as the smoke of a burning city; beneath us at an <br>immense distance was the sun, black but shining <br>round it were fiery tracks on which revolv'd vast <br>spiders, crawling after their prey; which flew or <br>rather swum in the infinite deep, in the most ter- <br>-rific shapes of animals sprung from corruption. <br>& the air was full of them, & seemd composed <br>of them; these are Devils. and are called Powers <br>of the air, I now asked my companion which was my <br>eternal lot? he said, between the black & white spiders<br>But now, from between the black & white spiders <br>a cloud and fire burst and rolled thro the deep <br>blackning all beneath, so that the nether deep grew <br>black as a sea & rolled with a terrible noise: be- <br>-neath us was nothing now to be seen but a black <br>tempest, till looking east between the clouds & the <br>waves, we saw a cataract of blood mixed with fire <br>and not many stones throw from us appeard and <br>sunk again the scaly fold of a monstrous serpent"
mhh.f.illbk.18,mhh.i.illbk.18,between the black & white spiders
mhh.f.illbk.18,mhh.i.illbk.18,between the black & white spiders
mhh.f.illbk.18,mhh.i.illbk.18,"at last to the east, distant about three degrees ap- <br>-peard a fiery crest above the waves slowly it rear- <br>-ed like a ridge of golden rocks till we discoverd <br>two globes of crimson fire, from which the sea <br>fled away in clouds of smoke, and now we saw, it <br>was the head of Leviathan, his forehead was di <br>-vided into streaks of green & purple like those on <br>a tygers forehead: soon we saw his mouth & red <br>gills hang just above the raging foam tinging the <br>black deep with beams of blood. advancing toward<br>us"
mhh.f.illbk.18,mhh.c.illbk.18,"root of an oak, he was suspended in a fungus <br>which hung with the head downward into the deep"
mhh.f.illbk.18,mhh.c.illbk.18,"By degrees we beheld the infinite Abyss, fiery <br>as the smoke of a burning city; beneath us at an <br>immense distance was the sun, black but shining <br>round it were fiery tracks on which revolv'd vast <br>spiders, crawling after their prey; which flew or <br>rather swum in the infinite deep, in the most ter- <br>-rific shapes of animals sprung from corruption. <br>& the air was full of them, & seemd composed <br>of them; these are Devils. and are called Powers <br>of the air, I now asked my companion which was my <br>eternal lot? he said, between the black & white spiders<br>But now, from between the black & white spiders <br>a cloud and fire burst and rolled thro the deep <br>blackning all beneath, so that the nether deep grew <br>black as a sea & rolled with a terrible noise: be- <br>-neath us was nothing now to be seen but a black <br>tempest, till looking east between the clouds & the <br>waves. we saw a cataract of blood mixed with fire <br>and not many stones throw from us appeard and <br>sunk again the scaly fold of a monstrous serpent. <br>at last to the east, distant about three degrees ap- <br>-peard a fiery crest above the waves slowly it rear"
mhh.f.illbk.18,mhh.c.illbk.18,between the black & white spiders
mhh.f.illbk.18,mhh.c.illbk.18,between the black & white spiders
